id,order,family,subfamily,genus,specificEpithet,scientificName,habitat,traitName,traitValue,traitAssignmentLevelHabitat,traitAssignmentLevelAdultDiet,traitAssignmentLevelLarvalDiet,notes,basisOfRecord,referenceNumber,references
971,Diptera,Tachinidae,Tachininae,Actia,interrupta,Actia interrupta,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Species,Family,Species,Parasitoids of spruce budworms.,MaterialCitation,6,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tachinid (Diptera, Tachinidae) parasitoids of Lobesia botrana (Denis & Schiffermüller, 1775) (Lepidoptera, Tortricidae) and other moths (https://doi.org/10.3897/zookeys.934.50823) | Tachinidae (Diptera) associated with flowering plants: Estimating floral attractiveness (https://doi.org/10.1016/j.biocontrol.2012.02.008) | Modeling Climatic Influences on Three Parasitoids of Low-Density Spruce Budworm Populations. Part 3: Actia interrupta (Diptera: Tachinidae) (https://doi.org/10.3390/f12111471) | Manual inoculation of host larvae with first instar maggots as a rearing technique for the larval parasitoid Actia interrupta (Diptera: Tachinidae) (https://doi.org/10.1080/09583157.2021.1967292)"
972,Diptera,Tachinidae,Tachininae,Epalpus,signifer,Epalpus signifer,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Genus,Family,Genus,Parasitoids of moths.,MaterialCitation,4,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tachinid (Diptera, Tachinidae) parasitoids of Lobesia botrana (Denis & Schiffermüller, 1775) (Lepidoptera, Tortricidae) and other moths (https://doi.org/10.3897/zookeys.934.50823) | Tachinidae (Diptera) associated with flowering plants: Estimating floral attractiveness (https://doi.org/10.1016/j.biocontrol.2012.02.008)"
973,Diptera,Tachinidae,Tachininae,Peleteria,aenea,Peleteria aenea,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Genus,Family,Genus,Parasitoids of caterpillars.,MaterialCitation,5,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tachinid (Diptera, Tachinidae) parasitoids of Lobesia botrana (Denis & Schiffermüller, 1775) (Lepidoptera, Tortricidae) and other moths (https://doi.org/10.3897/zookeys.934.50823) | Tachinidae (Diptera) associated with flowering plants: Estimating floral attractiveness (https://doi.org/10.1016/j.biocontrol.2012.02.008) | Host Instar Preference of Peleteria robusta (Wiedman) (Diptera: Tachinidae) and Development in Relation to Temperature (https://doi.org/10.1590/S1519-566X2002000300009)"
974,Diptera,Tachinidae,Tachininae,Peleteria,iterans,Peleteria iterans,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Genus,Family,Genus,Parasitoids of caterpillars.,MaterialCitation,5,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tachinid (Diptera, Tachinidae) parasitoids of Lobesia botrana (Denis & Schiffermüller, 1775) (Lepidoptera, Tortricidae) and other moths (https://doi.org/10.3897/zookeys.934.50823) | Tachinidae (Diptera) associated with flowering plants: Estimating floral attractiveness (https://doi.org/10.1016/j.biocontrol.2012.02.008) | Host Instar Preference of Peleteria robusta (Wiedman) (Diptera: Tachinidae) and Development in Relation to Temperature (https://doi.org/10.1590/S1519-566X2002000300009)"
975,Diptera,Tachinidae,Tachininae,Siphona,intrudens,Siphona intrudens,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Genus,Family,Genus,Parasitoids of Lepidoptera.,MaterialCitation,4,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tachinid (Diptera, Tachinidae) parasitoids of Lobesia botrana (Denis & Schiffermüller, 1775) (Lepidoptera, Tortricidae) and other moths (https://doi.org/10.3897/zookeys.934.50823) | Tachinidae (Diptera) associated with flowering plants: Estimating floral attractiveness (https://doi.org/10.1016/j.biocontrol.2012.02.008)"
976,Diptera,Tachinidae,Tachininae,Siphona,subarctica,Siphona subarctica,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Genus,Family,Genus,Parasitoids of Lepidoptera.,MaterialCitation,4,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tachinid (Diptera, Tachinidae) parasitoids of Lobesia botrana (Denis & Schiffermüller, 1775) (Lepidoptera, Tortricidae) and other moths (https://doi.org/10.3897/zookeys.934.50823) | Tachinidae (Diptera) associated with flowering plants: Estimating floral attractiveness (https://doi.org/10.1016/j.biocontrol.2012.02.008)"
977,Diptera,Tachinidae,Tachininae,Tachina,ampliforceps,Tachina ampliforceps,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Genus,Genus,Genus,Parasitoids of caterpillars. Adults feed on honeydew and nectar.,MaterialCitation,2,"The Diptera families of British Columbia | Biology of the red-tailed Tachina-fly, Winthemia quadripustulata Fabr"
978,Diptera,Tachinidae,Tachininae,Tachina,hispida,Tachina hispida,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Genus,Genus,Genus,Parasitoids of caterpillars. Adults feed on honeydew and nectar.,MaterialCitation,2,"The Diptera families of British Columbia | Biology of the red-tailed Tachina-fly, Winthemia quadripustulata Fabr"
979,Diptera,Tachinidae,Tachininae,Tachina,marklini,Tachina marklini,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Genus,Genus,Genus,Parasitoids of caterpillars. Adults feed on honeydew and nectar.,MaterialCitation,2,"The Diptera families of British Columbia | Biology of the red-tailed Tachina-fly, Winthemia quadripustulata Fabr"
980,Diptera,Tipulidae,,Ctenophora,dorsalis,Ctenophora dorsalis,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,Found in streams on dry to saturated wood.,MaterialCitation,8,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Tipulidae (https://doi.org/10.1146/annurev.en.28.010183.000245) | Microbial Nitrogen Fixation in the Intestine of Tipulidae Tipula maxima Larvae (https://doi.org/10.1134/S1062359020010069) | Contribution to the Knowledge of Cylindrotomidae, Pediciidae and Tipulidae (Diptera: Tipuloidea): First Records of 86 Species from Various European Countries (https://doi.org/10.3390/d15030336) | Checklist of the infraorder Tipulomorpha (Trichoceridae, Tipuloidea) (Diptera) of Finland (https://doi.org/10.3897/zookeys.441.7533) | Bryophyte use by an insect herbivore: does the crane-fly Tipula montana select food to maximise growth? (https://doi.org/10.1046/j.1365-2311.2001.00297.x)"
981,Diptera,Tipulidae,,Nephrotoma,cornicina,Nephrotoma cornicina,Terrestrial,adultDiet,NonFeeding,Genus,Family,Genus,Found in soil. Found in grasslands. Feed on roots of plants.,MaterialCitation,9,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Tipulidae (https://doi.org/10.1146/annurev.en.28.010183.000245) | Microbial Nitrogen Fixation in the Intestine of Tipulidae Tipula maxima Larvae (https://doi.org/10.1134/S1062359020010069) | Contribution to the Knowledge of Cylindrotomidae, Pediciidae and Tipulidae (Diptera: Tipuloidea): First Records of 86 Species from Various European Countries (https://doi.org/10.3390/d15030336) | Checklist of the infraorder Tipulomorpha (Trichoceridae, Tipuloidea) (Diptera) of Finland (https://doi.org/10.3897/zookeys.441.7533) | Bryophyte use by an insect herbivore: does the crane-fly Tipula montana select food to maximise growth? (https://doi.org/10.1046/j.1365-2311.2001.00297.x) | The genome sequence of a Tiger Cranefly, Nephrotoma flavescens (Linnaeus, 1758) (https://doi.org/10.12688/wellcomeopenres.19203.1)"
982,Diptera,Tipulidae,,Nephrotoma,ferruginea,Nephrotoma ferruginea,Terrestrial,adultDiet,NonFeeding,Genus,Family,Genus,Found in soil. Found in grasslands. Feed on roots of plants.,MaterialCitation,9,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Tipulidae (https://doi.org/10.1146/annurev.en.28.010183.000245) | Microbial Nitrogen Fixation in the Intestine of Tipulidae Tipula maxima Larvae (https://doi.org/10.1134/S1062359020010069) | Contribution to the Knowledge of Cylindrotomidae, Pediciidae and Tipulidae (Diptera: Tipuloidea): First Records of 86 Species from Various European Countries (https://doi.org/10.3390/d15030336) | Checklist of the infraorder Tipulomorpha (Trichoceridae, Tipuloidea) (Diptera) of Finland (https://doi.org/10.3897/zookeys.441.7533) | Bryophyte use by an insect herbivore: does the crane-fly Tipula montana select food to maximise growth? (https://doi.org/10.1046/j.1365-2311.2001.00297.x) | The genome sequence of a Tiger Cranefly, Nephrotoma flavescens (Linnaeus, 1758) (https://doi.org/10.12688/wellcomeopenres.19203.1)"
983,Diptera,Tipulidae,,Nephrotoma,lundbecki,Nephrotoma lundbecki,Terrestrial,adultDiet,NonFeeding,Genus,Family,Genus,Found in soil. Found in grasslands. Feed on roots of plants.,MaterialCitation,9,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Tipulidae (https://doi.org/10.1146/annurev.en.28.010183.000245) | Microbial Nitrogen Fixation in the Intestine of Tipulidae Tipula maxima Larvae (https://doi.org/10.1134/S1062359020010069) | Contribution to the Knowledge of Cylindrotomidae, Pediciidae and Tipulidae (Diptera: Tipuloidea): First Records of 86 Species from Various European Countries (https://doi.org/10.3390/d15030336) | Checklist of the infraorder Tipulomorpha (Trichoceridae, Tipuloidea) (Diptera) of Finland (https://doi.org/10.3897/zookeys.441.7533) | Bryophyte use by an insect herbivore: does the crane-fly Tipula montana select food to maximise growth? (https://doi.org/10.1046/j.1365-2311.2001.00297.x) | The genome sequence of a Tiger Cranefly, Nephrotoma flavescens (Linnaeus, 1758) (https://doi.org/10.12688/wellcomeopenres.19203.1) | Growth and development of larvae and adults of Tipula sacra Alexander (Insecta: Diptera) in a series of abandoned beaver ponds (https://doi.org/10.1007/s10530-012-0337-3) |"
984,Diptera,Tipulidae,,Tipula,arctica,Tipula arctica,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,"Some species feed on plants. Found in streams, ponds, moist soil and wet areas.",MaterialCitation,16,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Tipulidae (https://doi.org/10.1146/annurev.en.28.010183.000245) | Microbial Nitrogen Fixation in the Intestine of Tipulidae Tipula maxima Larvae (https://doi.org/10.1134/S1062359020010069) | Contribution to the Knowledge of Cylindrotomidae, Pediciidae and Tipulidae (Diptera: Tipuloidea): First Records of 86 Species from Various European Countries (https://doi.org/10.3390/d15030336) | Checklist of the infraorder Tipulomorpha (Trichoceridae, Tipuloidea) (Diptera) of Finland (https://doi.org/10.3897/zookeys.441.7533) | Bryophyte use by an insect herbivore: does the crane-fly Tipula montana select food to maximise growth? (https://doi.org/10.1046/j.1365-2311.2001.00297.x) | Description of Larval and Pupal Stages of Tipula (Nippotipula) sinica (Diptera, Tipulidae) from South Korea with Ecological Notes (https://doi.org/10.5635/ASED.2017.33.1.036) | Digestive tract and leaf processing capacity of the stream invertebrate Tipula lateralis (https://doi.org/10.1139/Z06-092) | Growth and development of larvae and adults of Tipula sacra Alexander (Insecta: Diptera) in a series of abandoned beaver ponds (https://doi.org/10.1139/z76-030) | Observations on the life history and biology of Tipula lateralis meig (https://doi.org/10.1111/j.1744-7348.1951.tb07855.x) | Food value of introduced eucalypt leaves for a Mediterranean stream detritivore: Tipula lateralis (https://doi.org/10.1111/j.1365-2427.1995.tb00881.x) | Evidence of a climatic niche shift following North American introductions of two crane flies (Diptera; genus Tipula) (https://doi.org/10.1007/s10530-012-0337-3) | Identification of Larvae of Exotic Tipula paludosa (Diptera: Tipulidae) and T. oleracea in North America Using Mitochondrial cytB Sequences (https://doi.org/10.1603/0013-8746(2006)099[0033:IOLOET]2.0.CO;2) | The last instar larvae and pupae of Tipula (Arctotipula) (Diptera, Tipulidae) from Mongolia (https://doi.org/10.1635/i0097-3157-155-1-79.1)"
985,Diptera,Tipulidae,,Tipula,diflava,Tipula diflava,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,"Some species feed on plants. Found in streams, ponds, moist soil and wet areas.",MaterialCitation,16,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Tipulidae (https://doi.org/10.1146/annurev.en.28.010183.000245) | Microbial Nitrogen Fixation in the Intestine of Tipulidae Tipula maxima Larvae (https://doi.org/10.1134/S1062359020010069) | Contribution to the Knowledge of Cylindrotomidae, Pediciidae and Tipulidae (Diptera: Tipuloidea): First Records of 86 Species from Various European Countries (https://doi.org/10.3390/d15030336) | Checklist of the infraorder Tipulomorpha (Trichoceridae, Tipuloidea) (Diptera) of Finland (https://doi.org/10.3897/zookeys.441.7533) | Bryophyte use by an insect herbivore: does the crane-fly Tipula montana select food to maximise growth? (https://doi.org/10.1046/j.1365-2311.2001.00297.x) | Description of Larval and Pupal Stages of Tipula (Nippotipula) sinica (Diptera, Tipulidae) from South Korea with Ecological Notes (https://doi.org/10.5635/ASED.2017.33.1.036) | Digestive tract and leaf processing capacity of the stream invertebrate Tipula lateralis (https://doi.org/10.1139/Z06-092) | Growth and development of larvae and adults of Tipula sacra Alexander (Insecta: Diptera) in a series of abandoned beaver ponds (https://doi.org/10.1139/z76-030) | Observations on the life history and biology of Tipula lateralis meig (https://doi.org/10.1111/j.1744-7348.1951.tb07855.x) | Food value of introduced eucalypt leaves for a Mediterranean stream detritivore: Tipula lateralis (https://doi.org/10.1111/j.1365-2427.1995.tb00881.x) | Evidence of a climatic niche shift following North American introductions of two crane flies (Diptera; genus Tipula) (https://doi.org/10.1007/s10530-012-0337-3) | Identification of Larvae of Exotic Tipula paludosa (Diptera: Tipulidae) and T. oleracea in North America Using Mitochondrial cytB Sequences (https://doi.org/10.1603/0013-8746(2006)099[0033:IOLOET]2.0.CO;2) | The last instar larvae and pupae of Tipula (Arctotipula) (Diptera, Tipulidae) from Mongolia (https://doi.org/10.1635/i0097-3157-155-1-79.1)"
986,Diptera,Tipulidae,,Tipula,hewitti,Tipula hewitti,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,"Some species feed on plants. Found in streams, ponds, moist soil and wet areas.",MaterialCitation,16,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Tipulidae (https://doi.org/10.1146/annurev.en.28.010183.000245) | Microbial Nitrogen Fixation in the Intestine of Tipulidae Tipula maxima Larvae (https://doi.org/10.1134/S1062359020010069) | Contribution to the Knowledge of Cylindrotomidae, Pediciidae and Tipulidae (Diptera: Tipuloidea): First Records of 86 Species from Various European Countries (https://doi.org/10.3390/d15030336) | Checklist of the infraorder Tipulomorpha (Trichoceridae, Tipuloidea) (Diptera) of Finland (https://doi.org/10.3897/zookeys.441.7533) | Bryophyte use by an insect herbivore: does the crane-fly Tipula montana select food to maximise growth? (https://doi.org/10.1046/j.1365-2311.2001.00297.x) | Description of Larval and Pupal Stages of Tipula (Nippotipula) sinica (Diptera, Tipulidae) from South Korea with Ecological Notes (https://doi.org/10.5635/ASED.2017.33.1.036) | Digestive tract and leaf processing capacity of the stream invertebrate Tipula lateralis (https://doi.org/10.1139/Z06-092) | Growth and development of larvae and adults of Tipula sacra Alexander (Insecta: Diptera) in a series of abandoned beaver ponds (https://doi.org/10.1139/z76-030) | Observations on the life history and biology of Tipula lateralis meig (https://doi.org/10.1111/j.1744-7348.1951.tb07855.x) | Food value of introduced eucalypt leaves for a Mediterranean stream detritivore: Tipula lateralis (https://doi.org/10.1111/j.1365-2427.1995.tb00881.x) | Evidence of a climatic niche shift following North American introductions of two crane flies (Diptera; genus Tipula) (https://doi.org/10.1007/s10530-012-0337-3) | Identification of Larvae of Exotic Tipula paludosa (Diptera: Tipulidae) and T. oleracea in North America Using Mitochondrial cytB Sequences (https://doi.org/10.1603/0013-8746(2006)099[0033:IOLOET]2.0.CO;2) | The last instar larvae and pupae of Tipula (Arctotipula) (Diptera, Tipulidae) from Mongolia (https://doi.org/10.1635/i0097-3157-155-1-79.1)"
