Family ,Subfamily,Genus ,Species,Habitat,Adult_Diet,Larval_Diet ,Assignment_Level,Number_of_References,Reference_title_1,Reference_DOI_1,Reference_title_2,Reference_DOI_2,Reference_title_3,Reference_DOI_3,Reference_title_4,Reference_DOI_4,Reference_title_5,Reference_DOI_5,Reference_title_6,Reference_DOI_6,Reference_title_7,Reference_DOI_7,Reference_title_8,Reference_DOI_8,Reference_title_9,Reference_DOI_9,Reference_title_10,Reference_DOI_10,Reference_title_11,Reference_DOI_11,Reference_title_12,Reference_DOI_12
Sarcophagidae,Sarcophaginae,Sarcophaga,Sarcophaga polistensis,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Genus,2,"Molecular phylogeny of the hyperdiverse genus Sarcophaga (Diptera: Sarcophagidae), and comparison between algorithms for identification of rogue taxa",10.1111/cla.12161,Chromosome-level de novo genome assembly of Sarcophaga peregrina provides insights into the evolutionary adaptation of flesh flies,10.1111/1755-0998.13246,,,,,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Sarcophaga,Sarcophaga sarraceniae,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Genus,2,"Molecular phylogeny of the hyperdiverse genus Sarcophaga (Diptera: Sarcophagidae), and comparison between algorithms for identification of rogue taxa",10.1111/cla.12161,Chromosome-level de novo genome assembly of Sarcophaga peregrina provides insights into the evolutionary adaptation of flesh flies,10.1111/1755-0998.13246,,,,,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Sarcophaga,Sarcophaga sinuata,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Genus,2,"Molecular phylogeny of the hyperdiverse genus Sarcophaga (Diptera: Sarcophagidae), and comparison between algorithms for identification of rogue taxa",10.1111/cla.12161,Chromosome-level de novo genome assembly of Sarcophaga peregrina provides insights into the evolutionary adaptation of flesh flies,10.1111/1755-0998.13246,,,,,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Sarcophaga,Sarcophaga stercoraria,Terrestrial,Omnivores,Saprophagous,Species,2,"A Review of the Natural History and Laboratory Culture Methods for the Yellow Dung Fly, Scathophaga stercoraria",10.1673/031.010.1101,"Energy reserves and mating success in males of the Yellow Dung Fly, Scathophaga stercoraria",10.2307/2390161,,,,,,,,,,,,,,,,,,,,
Sarcophagidae,Sarcophaginae,Sarcophaga,Sarcophaga subvicina,Terrestrial,Nectivore_and_Saprophagous,Saprophagous,Genus,2,"Molecular phylogeny of the hyperdiverse genus Sarcophaga (Diptera: Sarcophagidae), and comparison between algorithms for identification of rogue taxa",10.1111/cla.12161,Chromosome-level de novo genome assembly of Sarcophaga peregrina provides insights into the evolutionary adaptation of flesh flies,10.1111/1755-0998.13246,,,,,,,,,,,,,,,,,,,,
Scathophagidae,,,,Terrestrial,Predaceous,Phytophagous,Family,3,"Sensitivity analysis, molecular systematics and natural history evolution of Scathophagidae (Diptera: Cyclorrhapha: Calyptratae)",10.1111/j.1096-0031.2006.00131.x,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia). ",10.1134/S0013873817010134,"The muscular system of the ovipositor of Spaziphora hydromyzina (Fallen) (Diptera, Scathophagidae)",10.1134/S001387381308006X,,,,,,,,,,,,,,,,,,
Scathophagidae,,Cordilura,,Terrestrial,Predaceous,Phytophagous,Family,3,"Sensitivity analysis, molecular systematics and natural history evolution of Scathophagidae (Diptera: Cyclorrhapha: Calyptratae)",10.1111/j.1096-0031.2006.00131.x,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia). ",10.1134/S0013873817010134,"The muscular system of the ovipositor of Spaziphora hydromyzina (Fallen) (Diptera, Scathophagidae)",10.1134/S001387381308006X,,,,,,,,,,,,,,,,,,
Scathophagidae,,Cordilura,Cordilura atrata,Terrestrial,Predaceous,Phytophagous,Family,3,"Sensitivity analysis, molecular systematics and natural history evolution of Scathophagidae (Diptera: Cyclorrhapha: Calyptratae)",10.1111/j.1096-0031.2006.00131.x,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia). ",10.1134/S0013873817010134,"The muscular system of the ovipositor of Spaziphora hydromyzina (Fallen) (Diptera, Scathophagidae)",10.1134/S001387381308006X,,,,,,,,,,,,,,,,,,
Scathophagidae,,Cordilura,Cordilura fuscipes,Terrestrial,Predaceous,Phytophagous,Family,3,"Sensitivity analysis, molecular systematics and natural history evolution of Scathophagidae (Diptera: Cyclorrhapha: Calyptratae)",10.1111/j.1096-0031.2006.00131.x,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia). ",10.1134/S0013873817010134,"The muscular system of the ovipositor of Spaziphora hydromyzina (Fallen) (Diptera, Scathophagidae)",10.1134/S001387381308006X,,,,,,,,,,,,,,,,,,
Scathophagidae,,Cosmetopus,,Terrestrial,Predaceous,Phytophagous,Family,3,"Sensitivity analysis, molecular systematics and natural history evolution of Scathophagidae (Diptera: Cyclorrhapha: Calyptratae)",10.1111/j.1096-0031.2006.00131.x,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia). ",10.1134/S0013873817010134,"The muscular system of the ovipositor of Spaziphora hydromyzina (Fallen) (Diptera, Scathophagidae)",10.1134/S001387381308006X,,,,,,,,,,,,,,,,,,
Scathophagidae,,Cosmetopus,Cosmetopus longus,Terrestrial,Predaceous,Phytophagous,Family,3,"Sensitivity analysis, molecular systematics and natural history evolution of Scathophagidae (Diptera: Cyclorrhapha: Calyptratae)",10.1111/j.1096-0031.2006.00131.x,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia). ",10.1134/S0013873817010134,"The muscular system of the ovipositor of Spaziphora hydromyzina (Fallen) (Diptera, Scathophagidae)",10.1134/S001387381308006X,,,,,,,,,,,,,,,,,,
Scathophagidae,,Gimnomera,,Terrestrial,Predaceous,Phytophagous,Family,3,"Sensitivity analysis, molecular systematics and natural history evolution of Scathophagidae (Diptera: Cyclorrhapha: Calyptratae)",10.1111/j.1096-0031.2006.00131.x,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia). ",10.1134/S0013873817010134,"The muscular system of the ovipositor of Spaziphora hydromyzina (Fallen) (Diptera, Scathophagidae)",10.1134/S001387381308006X,,,,,,,,,,,,,,,,,,
Scathophagidae,,Gimnomera,Gimnomera tibialis,Terrestrial,Predaceous,Phytophagous,Family,3,"Sensitivity analysis, molecular systematics and natural history evolution of Scathophagidae (Diptera: Cyclorrhapha: Calyptratae)",10.1111/j.1096-0031.2006.00131.x,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia). ",10.1134/S0013873817010134,"The muscular system of the ovipositor of Spaziphora hydromyzina (Fallen) (Diptera, Scathophagidae)",10.1134/S001387381308006X,,,,,,,,,,,,,,,,,,
Scathophagidae,,Gonarcticus,,Terrestrial,Predaceous,Phytophagous,Family,3,"Sensitivity analysis, molecular systematics and natural history evolution of Scathophagidae (Diptera: Cyclorrhapha: Calyptratae)",10.1111/j.1096-0031.2006.00131.x,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia). ",10.1134/S0013873817010134,"The muscular system of the ovipositor of Spaziphora hydromyzina (Fallen) (Diptera, Scathophagidae)",10.1134/S001387381308006X,,,,,,,,,,,,,,,,,,
Scathophagidae,,Gonarcticus,Gonarcticus arcticus,Terrestrial,Predaceous,Phytophagous,Family,3,"Sensitivity analysis, molecular systematics and natural history evolution of Scathophagidae (Diptera: Cyclorrhapha: Calyptratae)",10.1111/j.1096-0031.2006.00131.x,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia). ",10.1134/S0013873817010134,"The muscular system of the ovipositor of Spaziphora hydromyzina (Fallen) (Diptera, Scathophagidae)",10.1134/S001387381308006X,,,,,,,,,,,,,,,,,,
Scathophagidae,,Megaphthalma,,Terrestrial,Predaceous,Phytophagous,Family,3,"Sensitivity analysis, molecular systematics and natural history evolution of Scathophagidae (Diptera: Cyclorrhapha: Calyptratae)",10.1111/j.1096-0031.2006.00131.x,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia). ",10.1134/S0013873817010134,"The muscular system of the ovipositor of Spaziphora hydromyzina (Fallen) (Diptera, Scathophagidae)",10.1134/S001387381308006X,,,,,,,,,,,,,,,,,,
Scathophagidae,,Megaphthalma,Megaphthalma pallida,Terrestrial,Predaceous,Phytophagous,Family,3,"Sensitivity analysis, molecular systematics and natural history evolution of Scathophagidae (Diptera: Cyclorrhapha: Calyptratae)",10.1111/j.1096-0031.2006.00131.x,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia). ",10.1134/S0013873817010134,"The muscular system of the ovipositor of Spaziphora hydromyzina (Fallen) (Diptera, Scathophagidae)",10.1134/S001387381308006X,,,,,,,,,,,,,,,,,,
Scathophagidae,,Microprosopa,,Terrestrial,Predaceous,Phytophagous,Family,3,"Sensitivity analysis, molecular systematics and natural history evolution of Scathophagidae (Diptera: Cyclorrhapha: Calyptratae)",10.1111/j.1096-0031.2006.00131.x,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia). ",10.1134/S0013873817010134,"The muscular system of the ovipositor of Spaziphora hydromyzina (Fallen) (Diptera, Scathophagidae)",10.1134/S001387381308006X,,,,,,,,,,,,,,,,,,
Scathophagidae,,Microprosopa,Microprosopa haemorrhoidalis,Terrestrial,Predaceous,Phytophagous,Family,3,"Sensitivity analysis, molecular systematics and natural history evolution of Scathophagidae (Diptera: Cyclorrhapha: Calyptratae)",10.1111/j.1096-0031.2006.00131.x,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia). ",10.1134/S0013873817010134,"The muscular system of the ovipositor of Spaziphora hydromyzina (Fallen) (Diptera, Scathophagidae)",10.1134/S001387381308006X,,,,,,,,,,,,,,,,,,
Scathophagidae,,Pogonota,,Terrestrial,Predaceous,Phytophagous,Family,3,"Sensitivity analysis, molecular systematics and natural history evolution of Scathophagidae (Diptera: Cyclorrhapha: Calyptratae)",10.1111/j.1096-0031.2006.00131.x,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia). ",10.1134/S0013873817010134,"The muscular system of the ovipositor of Spaziphora hydromyzina (Fallen) (Diptera, Scathophagidae)",10.1134/S001387381308006X,,,,,,,,,,,,,,,,,,
Scathophagidae,,Pogonota,Pogonota barbata,Terrestrial,Predaceous,Phytophagous,Family,3,"Sensitivity analysis, molecular systematics and natural history evolution of Scathophagidae (Diptera: Cyclorrhapha: Calyptratae)",10.1111/j.1096-0031.2006.00131.x,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia). ",10.1134/S0013873817010134,"The muscular system of the ovipositor of Spaziphora hydromyzina (Fallen) (Diptera, Scathophagidae)",10.1134/S001387381308006X,,,,,,,,,,,,,,,,,,
Scathophagidae,,Scathophaga,,SemiAquatic,Predaceous,Predaceous,Genus,2,Critical weight mediates sex-specific body size plasticity and sexual dimorphism in the yellow dung fly Scathophaga stercoraria (Diptera: Scathophagidae),10.1111/ede.12223,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia)",10.1134/S0013873817010134,,,,,,,,,,,,,,,,,,,,
Scathophagidae,,Scathophaga,Scathophaga apicalis,SemiAquatic,Predaceous,Predaceous,Genus,2,Critical weight mediates sex-specific body size plasticity and sexual dimorphism in the yellow dung fly Scathophaga stercoraria (Diptera: Scathophagidae),10.1111/ede.12223,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia)",10.1134/S0013873817010134,,,,,,,,,,,,,,,,,,,,
Scathophagidae,,Scathophaga,Scathophaga furcata,SemiAquatic,Predaceous,Predaceous,Genus,2,Critical weight mediates sex-specific body size plasticity and sexual dimorphism in the yellow dung fly Scathophaga stercoraria (Diptera: Scathophagidae),10.1111/ede.12223,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia)",10.1134/S0013873817010134,,,,,,,,,,,,,,,,,,,,
Scathophagidae,,Scathophaga,Scathophaga litorea,SemiAquatic,Predaceous,Predaceous,Genus,2,Critical weight mediates sex-specific body size plasticity and sexual dimorphism in the yellow dung fly Scathophaga stercoraria (Diptera: Scathophagidae),10.1111/ede.12223,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia)",10.1134/S0013873817010134,,,,,,,,,,,,,,,,,,,,
Scathophagidae,,Scathophaga,Scathophaga nigripalpis,SemiAquatic,Predaceous,Predaceous,Genus,2,Critical weight mediates sex-specific body size plasticity and sexual dimorphism in the yellow dung fly Scathophaga stercoraria (Diptera: Scathophagidae),10.1111/ede.12223,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia)",10.1134/S0013873817010134,,,,,,,,,,,,,,,,,,,,
Scathophagidae,,Scathophaga,Scathophaga stercoraria,Terrestrial,Predaceous,Saprophagous,Species,2,Effects of avermectin residues in cattle dung on yellow dung fly Scathophaga stercoraria (Diptera: Scathophagidae) populations in grazed pastures,10.1017/S0007485307004683,"A Review of the Natural History and Laboratory Culture Methods for the Yellow Dung Fly, Scathophaga stercoraria",10.1673/031.010.1101,,,,,,,,,,,,,,,,,,,,
Scathophagidae,,Trichopalpus,,Terrestrial,Predaceous,Phytophagous,Family,3,"Sensitivity analysis, molecular systematics and natural history evolution of Scathophagidae (Diptera: Cyclorrhapha: Calyptratae)",10.1111/j.1096-0031.2006.00131.x,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia). ",10.1134/S0013873817010134,"The muscular system of the ovipositor of Spaziphora hydromyzina (Fallen) (Diptera, Scathophagidae)",10.1134/S001387381308006X,,,,,,,,,,,,,,,,,,
Scathophagidae,,Trichopalpus,Trichopalpus punctipes,Terrestrial,Predaceous,Phytophagous,Family,3,"Sensitivity analysis, molecular systematics and natural history evolution of Scathophagidae (Diptera: Cyclorrhapha: Calyptratae)",10.1111/j.1096-0031.2006.00131.x,"A new species of the genus Scathophaga Meigen, 1803 (Diptera, Scathophagidae) from Yakutia (Russia). ",10.1134/S0013873817010134,"The muscular system of the ovipositor of Spaziphora hydromyzina (Fallen) (Diptera, Scathophagidae)",10.1134/S001387381308006X,,,,,,,,,,,,,,,,,,
Sciaridae,,,,Terrestrial,N/A,Saprophagous,Family,3,Molecular phylogeny of black fungus gnats (Diptera: Sciaroidea: Sciaridae) and the evolution of larval habitats. ,10.1016/j.ympev.2012.11.008,Sciaridae in lake sediments: indicators of catchment and stream contribution to fossil insect assemblages. ,10.1007/s10933-006-9068-8,DNA barcoding of Bradysia (Diptera: Sciaridae) for detection of the immature stages on agricultural crops,10.1111/jen.12198,,,,,,,,,,,,,,,,,,
Sciaridae,,Bradysia,,Terrestrial,N/A,Phytophagous_and_Fungivore,Genus,2,Host plant nutrient contents influence nutrient contents in Bradysia cellarum and Bradysia impatiens,10.1371/journal.pone.0226471,Effects of Feeding on Different Host Plants and Diets on Bradysia odoriphaga Population Parameters and Tolerance to Heat and Insecticides,10.1093/jee/tox242,,,,,,,,,,,,,,,,,,,,
Sciaridae,,Bradysia,Bradysia angustipennis,Terrestrial,N/A,Phytophagous_and_Fungivore,Genus,2,Host plant nutrient contents influence nutrient contents in Bradysia cellarum and Bradysia impatiens,10.1371/journal.pone.0226471,Effects of Feeding on Different Host Plants and Diets on Bradysia odoriphaga Population Parameters and Tolerance to Heat and Insecticides,10.1093/jee/tox242,,,,,,,,,,,,,,,,,,,,
Sciaridae,,Bradysia,Bradysia browni,Terrestrial,N/A,Phytophagous_and_Fungivore,Genus,2,Host plant nutrient contents influence nutrient contents in Bradysia cellarum and Bradysia impatiens,10.1371/journal.pone.0226471,Effects of Feeding on Different Host Plants and Diets on Bradysia odoriphaga Population Parameters and Tolerance to Heat and Insecticides,10.1093/jee/tox242,,,,,,,,,,,,,,,,,,,,
Sciaridae,,Bradysia,Bradysia cellarum,Terrestrial,N/A,Phytophagous_and_Fungivore,Species,3,Effects of short-term heat stress on the growth and development of Bradysia cellarum and Bradysia impatiens,10.1111/jen.12733,Host plant nutrient contents influence nutrient contents in Bradysia cellarum and Bradysia impatiens,10.1371/journal.pone.0226471,"Combining predatory mites and film mulching to control Bradysia cellarum (Diptera: Sciaridae) on Chinese chives, Allium tuberosum",10.1007/s10493-021-00681-9,,,,,,,,,,,,,,,,,,
Sciaridae,,Bradysia,Bradysia excelsa,Terrestrial,N/A,Phytophagous_and_Fungivore,Genus,2,Host plant nutrient contents influence nutrient contents in Bradysia cellarum and Bradysia impatiens,10.1371/journal.pone.0226471,Effects of Feeding on Different Host Plants and Diets on Bradysia odoriphaga Population Parameters and Tolerance to Heat and Insecticides,10.1093/jee/tox242,,,,,,,,,,,,,,,,,,,,
Sciaridae,,Bradysia,Bradysia flavipila,Terrestrial,N/A,Phytophagous_and_Fungivore,Genus,2,Host plant nutrient contents influence nutrient contents in Bradysia cellarum and Bradysia impatiens,10.1371/journal.pone.0226471,Effects of Feeding on Different Host Plants and Diets on Bradysia odoriphaga Population Parameters and Tolerance to Heat and Insecticides,10.1093/jee/tox242,,,,,,,,,,,,,,,,,,,,
